table_id,molecule,type_name,method,base,benchmark_metric,minao,1e,atom,huckel,vsap,time,inchi,smi,organic,functional_group
3,oxirane, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,,"InChI=1S/C2H4O/c1-2-3-1/h1-2H2
","O1CC1	molecule ""oxirane"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,Ether
3,PR02, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,,"InChI=1S/5CO.Fe/c5*1-2;
","[Fe]([C][O])([C][O])([C][O])([C][O])[C][O]	molecule ""PR02"" dataset ""MOR41"" charge 0 multiplicity 1
",inorganic,Unknown
3,Cr(C6H6)2, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,,"InChI=1S/2C6H6.Cr/c2*1-2-4-6-5-3-1;/h2*1-6H;
","[Cr@@]12([C@H]3C=C[C@@H]1C=C3)[C@H]1C=C[C@@H]2C=C1	molecule ""Cr(C6H6)2"" dataset ""Bühl 2006"" charge 0 multiplicity 1
",inorganic,Alkene
3,acetaldehyde, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,,"InChI=1S/C2H4O/c1-2-3/h2H,1H3
","C(=O)C	molecule ""acetaldehyde"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,"Aldehyde, Ketone"
3,benzene, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,,"InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H
","c1ccccc1	molecule ""benzene"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,Unknown
3,Fe(CO)5, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,,"InChI=1S/5CO.Fe/c5*1-2;
","[Fe]([C][O])([C][O])([C][O])([C][O])[C][O]	molecule ""Fe(CO)5"" dataset ""van Lenthe 2006"" charge 0 multiplicity 1
",inorganic,Unknown
3,PCy3, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,,"InChI=1S/C18H33P/c1-4-10-16(11-5-1)19(17-12-6-2-7-13-17)18-14-8-3-9-15-18/h16-18H,1-15H2
","P(C1CCCCC1)(C1CCCCC1)C1CCCCC1	molecule ""PCy3"" dataset ""MOR41"" charge 0 multiplicity 1
",organic,Unknown
3,ch3ph2, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.9219136533062264,0.5068176422453444,0.9234573265632784,0.9711134390150464,0.9219136533062264,45.95623326301575,"InChI=1S/CH5P/c1-2/h2H2,1H3
","CP	molecule ""ch3ph2"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,Unknown
3,ED31, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,,"InChI=1S/C26H22P2/c1-5-13-23(14-6-1)27(24-15-7-2-8-16-24)21-22-28(25-17-9-3-10-18-25)26-19-11-4-12-20-26/h1-22H/b22-21-
","P(/C=C\P(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1	molecule ""ED31"" dataset ""MOR41"" charge 0 multiplicity 1
",organic,Alkene
3,ED30, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,,"InChI=1S/C18H20N4P2/c1-2-10-19(9-1)23(20-11-3-4-12-20)17-18-24(21-13-5-6-14-21)22-15-7-8-16-22/h1-16H,17-18H2
","P(n1cccc1)(n1cccc1)CCP(n1cccc1)n1cccc1	molecule ""ED30"" dataset ""MOR41"" charge 0 multiplicity 1
",organic,Unknown
3,methanol, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.9009094070586862,0.6087483458044637,0.900557081724592,0.962888749959468,0.9009094070586862,25.465768814086918,"InChI=1S/CH4O/c1-2/h2H,1H3
","CO	molecule ""methanol"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,Alcohol
3,thiophene, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,,"InChI=1S/C4H4S/c1-2-4-5-3-1/h1-4H
","c1cccs1	molecule ""thiophene"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,Unknown
3,dithiotane, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,,"InChI=1S/C2H4S2/c1-3-2-4-1/h1-2H2
","C1SCS1	molecule ""dithiotane"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,Unknown
3,CoH(CO)4, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,,"InChI=1S/4CO.Co.H/c4*1-2;;
","[CoH]([C][O])([C][O])([C][O])[C][O]	molecule ""CoH(CO)4"" dataset ""Bühl 2006"" charge 0 multiplicity 1
",inorganic,Unknown
3,c2clh5, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,,"InChI=1S/C2H5Cl/c1-2-3/h2H2,1H3
","ClCC	molecule ""c2clh5"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,Unknown
3,PhSH, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,,"InChI=1S/C6H6S/c7-6-4-2-1-3-5-6/h1-5,7H
","c1(ccccc1)S	molecule ""PhSH"" dataset ""MOR41"" charge 0 multiplicity 1
",organic,Unknown
3,nh3, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.8838351134050313,0.6266128743222981,0.8897010083308667,0.9741596473825151,0.8838351134050313,3.199176073074341,"InChI=1S/H3N/h1H3
","N	molecule ""nh3"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,Unknown
3,AcCl, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,,"InChI=1S/C2H3ClO/c1-2(3)4/h1H3
","CC(=O)Cl	molecule ""AcCl"" dataset ""MOR41"" charge 0 multiplicity 1
",organic,Ketone
3,c2h2, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.8799469766116921,0.5808610207982405,0.8841681716370472,0.952773786609696,0.8799469766116921,7.569284200668335,"InChI=1S/C2H2/c1-2/h1-2H
","C#C	molecule ""c2h2"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,Alkyne
3,ED40b, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,,"InChI=1S/2CH3.Al.ClH/h2*1H3;;1H/q;;+1;/p-1
","[Al](Cl)(C)C	molecule ""ED40b"" dataset ""MOR41"" charge 0 multiplicity 1
",inorganic,Unknown
3,CuCN, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.9516140152994742,0.6550430411681748,0.9532678321546356,0.9682343425597087,0.9516140152994742,25.72481918334961,"InChI=1S/CN.Cu/c1-2;
","[Cu]C#N	molecule ""CuCN"" dataset ""Bühl 2006"" charge 0 multiplicity 1
",inorganic,Nitrile
3,acetic, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)
","C(=O)(C)O	molecule ""acetic"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,"Alcohol, Carboxylic Acid, Ketone"
3,ch2nh, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.8838178479739588,0.5975040535362875,0.8875727385912549,0.9488985837186842,0.8838178479739588,15.404629707336426,"InChI=1S/CH3N/c1-2/h2H,1H2
","C=N	molecule ""ch2nh"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,Unknown
3,c2clh3, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.9346276157301668,0.5427478444890926,0.936213765472044,0.9692921284917776,0.9346276157301668,51.311887979507446,"InChI=1S/C2H3Cl/c1-2-3/h2H,1H2
","C=CCl	molecule ""c2clh3"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,Alkene
3,n2h4, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.88600723779465,0.5998565311313424,0.8905220966864469,0.972875580724267,0.88600723779465,27.13455557823181,"InChI=1S/H4N2/c1-2/h1-2H2
","NN	molecule ""n2h4"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,Amine
3,c2h3f, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.9140176393450984,0.6309931652309982,0.9150367732187422,0.9620199190396044,0.9140176393450984,35.080586194992065,"InChI=1S/C2H3F/c1-2-3/h2H,1H2
","C=CF	molecule ""c2h3f"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,Alkene
3,dioxetane, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,,"InChI=1S/C2H4O2/c1-3-2-4-1/h1-2H2
","C1OCO1	molecule ""dioxetane"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,Ether
3,cclh3, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.944886957022134,0.5540469559937844,0.9451676466436716,0.9732223057336084,0.944886957022134,15.70868730545044,"InChI=1S/CH3Cl/c1-2/h1H3
","ClC	molecule ""cclh3"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,Unknown
3,ketene, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.8993728780541209,0.631764539055723,0.9009574084289608,0.9528772962099026,0.8993728780541209,27.04826641082764,"InChI=1S/C2H2O/c1-2-3/h1H2
","C=C=O	molecule ""ketene"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,Alkene
3,bh3, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.8771615367583299,0.6517343027909009,0.8702750364765692,0.9452048887392862,0.8771615367583299,2.907764196395874,"InChI=1S/BH3/h1H3
","B	molecule ""bh3"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",inorganic,Unknown
3,TiCl2Me2, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,,"InChI=1S/2CH3.2ClH.Ti/h2*1H3;2*1H;/q;;;;+2/p-2
","[Ti](Cl)(Cl)(C)C	molecule ""TiCl2Me2"" dataset ""Bühl 2006"" charge 0 multiplicity 1
",inorganic,Unknown
3,ED02, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,,"InChI=1S/4CO.Fe/c4*1-2;
","[Fe]([C][O])([C][O])([C][O])[C][O]	molecule ""ED02"" dataset ""MOR41"" charge 0 multiplicity 1
",inorganic,Unknown
3,c2clh, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.9355104080217582,0.5585037655890398,0.9372224997752098,0.9706239261552804,0.9355104080217582,17.409977674484253,"InChI=1S/C2HCl/c1-2-3/h1H
","ClC#C	molecule ""c2clh"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,Alkyne
3,oxadiazole, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,,"InChI=1S/C2H2N2O/c1-2-4-5-3-1/h1-2H
","c1cnon1	molecule ""oxadiazole"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,Unknown
3,formamide, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.9031646062702248,0.6275979099692229,0.9049206715484028,0.9589759932145832,0.9031646062702248,38.83399844169617,"InChI=1S/CH3NO/c2-1-3/h1H,(H2,2,3)
","C(=O)N	molecule ""formamide"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,Unknown
3,clcn, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.9351198338011668,0.5587299597637635,0.9375706706035606,0.962899819290747,0.9351198338011668,10.844931840896606,"InChI=1S/CClN/c2-1-3
","ClC#N	molecule ""clcn"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,Nitrile
3,PhSeH, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,,"InChI=1S/C6H6Se/c7-6-4-2-1-3-5-6/h1-5,7H
","c1(ccccc1)[SeH]	molecule ""PhSeH"" dataset ""MOR41"" charge 0 multiplicity 1
",inorganic,Unknown
3,PR06, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,,"InChI=1S/5CO.Cr.2H/c5*1-2;;;
","[CrH].O=[C].[C]=O.[C]=O.[C]=O.[C]=O.[H]	molecule ""PR06"" dataset ""MOR41"" charge 0 multiplicity 1
",inorganic,Unknown
3,oxirene, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.8925692093182428,0.6553408044946247,0.8924586189196262,0.95177559827206,0.8925692093182428,23.711430311203003,"InChI=1S/C2H2O/c1-2-3-1/h1-2H
","C1=CO1	molecule ""oxirene"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,"Ether, Alkene"
3,ocs, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.934130224281184,0.5400762200563595,0.9356468761979608,0.9683195156056988,0.934130224281184,10.894744157791138,"InChI=1S/COS/c2-1-3
","[O][C][S]	molecule ""ocs"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,Unknown
3,Zn(CH3)2, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,,"InChI=1S/2CH3.Zn/h2*1H3;
","[Zn](C)C	molecule ""Zn(CH3)2"" dataset ""van Lenthe 2006"" charge 0 multiplicity 1
",inorganic,Unknown
3,CuMe, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.9606768787209397,0.6713847930262745,0.96132127192767,0.980950941936782,0.9606768787209397,51.131401777267456,"InChI=1S/CH3.Cu/h1H3;
","[Cu]C	molecule ""CuMe"" dataset ""Bühl 2006"" charge 0 multiplicity 1
",inorganic,Unknown
3,PR01, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,,"InChI=1S/6CO.Cr/c6*1-2;
","[Cr]([C][O])([C][O])([C][O])([C][O])([C][O])[C][O]	molecule ""PR01"" dataset ""MOR41"" charge 0 multiplicity 1
",inorganic,Unknown
3,ch3f, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.9215978641495692,0.6376206704793873,0.9205120647424224,0.9643201663338142,0.9215978641495692,15.672910451889038,"InChI=1S/CH3F/c1-2/h1H3
","FC	molecule ""ch3f"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,Unknown
3,ch2clf, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.9504365969286298,0.5506355418865265,0.9502639287878109,0.9767953943245684,0.9504365969286298,33.229395389556885,"InChI=1S/CH2ClF/c2-1-3/h1H2
","C(F)Cl	molecule ""ch2clf"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,Unknown
3,Cr(CO)6, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,,"InChI=1S/6CO.Cr/c6*1-2;
","[Cr]([C][O])([C][O])([C][O])([C][O])([C][O])[C][O]	molecule ""Cr(CO)6"" dataset ""van Lenthe 2006"" charge 0 multiplicity 1
",inorganic,Unknown
3,dioxetan2one, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,,"InChI=1S/C2H2O3/c3-2-4-1-5-2/h1H2
","C1(=O)OCO1	molecule ""dioxetan2one"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,"Ester, Ether"
3,clcof, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.948887887831542,0.5847214028384803,0.9493303370545508,0.9754759025323309,0.948887887831542,36.050610303878784,"InChI=1S/CClFO/c2-1(3)4
","C(=O)(F)Cl	molecule ""clcof"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,Unknown
3,cs2, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.9452467363684728,0.6482074237461779,0.9476008856522544,0.9716386229720356,0.9452467363684728,10.640878438949583,"InChI=1S/CS2/c2-1-3
","C(#[S])[S]	molecule ""cs2"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,Unknown
3,cs, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.9267205845167864,0.6014694921596869,0.9294524781099106,0.9759467312718676,0.9267205845167864,2.2052390575408936,"InChI=1S/CS/c1-2
","[C]#[S]	molecule ""cs"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,Unknown
3,ccl2h2, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.9586832435067284,0.6149176893660682,0.959114281622418,0.9795152354360744,0.9586832435067284,38.117854595184326,"InChI=1S/CH2Cl2/c2-1-3/h1H2
","C(Cl)Cl	molecule ""ccl2h2"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,Unknown
3,cis-c2f2cl2, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,,"InChI=1S/C2Cl2F2/c3-1(5)2(4)6/b2-1-
","C(=C(\Cl)/F)(\Cl)/F	molecule ""cis-c2f2cl2"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,Alkene
3,trans-c2f2cl2, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,,"InChI=1S/C2Cl2F2/c3-1(5)2(4)6/b2-1+
","C(=C(\F)/Cl)(\Cl)/F	molecule ""trans-c2f2cl2"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,Alkene
3,glyoxal, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.903213348159788,0.6757127892830359,0.9031808410987876,0.9487969389377064,0.903213348159788,58.68837070465088,"InChI=1S/C2H2O2/c3-1-2-4/h1-2H
","C(=O)C=O	molecule ""glyoxal"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,"Aldehyde, Ketone"
3,clno, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.9343967187081604,0.5427711376152787,0.936205535633169,0.9773396172413008,0.9343967187081604,11.516315460205078,"InChI=1S/ClNO/c1-2-3
","Cl[N][O]	molecule ""clno"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,Unknown
3,p4, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.945542078820934,0.7172341243049966,0.9457743962119288,0.9591668314828028,0.945542078820934,47.91917896270752,"InChI=1S/P4/c1-2-3(1)4(1)2/t1-,2+,3-,4+
","P12P3P1P23	molecule ""p4"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,Unknown
3,hccf, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.9117783316907894,0.6727774380077557,0.9127589294874932,0.9637231211156754,0.9117783316907894,13.01296353340149,"InChI=1S/C2HF/c1-2-3/h1H
","C#CF	molecule ""hccf"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,Alkyne
3,c2cl2, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.9523192995818792,0.6055179159092382,0.953297959065622,0.979904450550066,0.9523192995818792,31.17806625366211,"InChI=1S/C2Cl2/c3-1-2-4
","ClC#CCl	molecule ""c2cl2"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,Alkyne
3,ccl2o, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.9558063306139832,0.5797353235489121,0.9566741034357874,0.9774286263345776,0.9558063306139832,42.6569447517395,"InChI=1S/CCl2O/c2-1(3)4
","C(=O)(Cl)Cl	molecule ""ccl2o"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,Unknown
3,formic-anhydride, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,,"InChI=1S/C2H2O3/c3-1-5-2-4/h1-2H
","O(C=O)C=O	molecule ""formic-anhydride"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,"Ester, Ether"
3,dioxirane, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.8989949920937749,0.6584169143515699,0.8983126218701197,0.964778444809543,0.8989949920937749,26.593395233154297,"InChI=1S/CH2O2/c1-2-3-1/h1H2
","C1OO1	molecule ""dioxirane"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,Unknown
3,h2co, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.8989634923980331,0.6283018666307943,0.8981772059436489,0.9484556752191372,0.8989634923980331,7.463453769683838,"InChI=1S/CH2O/c1-2/h1H2
","O=C	molecule ""h2co"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,Unknown
3,nh2oh, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.8944105022833413,0.6297825735528376,0.8966026218778836,0.977453042986318,0.8944105022833413,14.599454879760742,"InChI=1S/H3NO/c1-2/h2H,1H2
","NO	molecule ""nh2oh"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,Amine
3,cf2cl2, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,,"InChI=1S/CCl2F2/c2-1(3,4)5
","C(Cl)(Cl)(F)F	molecule ""cf2cl2"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,Unknown
3,ED01, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,,"InChI=1S/5CO.Cr/c5*1-2;
","[Cr]([C][O])([C][O])([C][O])([C][O])[C][O]	molecule ""ED01"" dataset ""MOR41"" charge 0 multiplicity 1
",inorganic,Unknown
3,nh2cl, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.939305579288069,0.5518803018133424,0.941445759862794,0.9851609873179408,0.939305579288069,10.079973459243774,"InChI=1S/ClH2N/c1-2/h2H2
","NCl	molecule ""nh2cl"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,Amine
3,ccl3h, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,,"InChI=1S/CHCl3/c2-1(3)4/h1H
","C(Cl)(Cl)Cl	molecule ""ccl3h"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,Unknown
3,hnc, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.8808053310324147,0.629736252435226,0.8847534385087333,0.9593981117908336,0.8808053310324147,4.288351535797119,"InChI=1S/CHN/c1-2/h2H
","N=[C]	molecule ""hnc"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,Unknown
3,hnnn, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.8888077119426756,0.6124189304310178,0.8936328860598511,0.9645643904141108,0.8888077119426756,13.598783493041992,"InChI=1S/HN3/c1-3-2/h1H
","N=[N]=[N]	molecule ""hnnn"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,Unknown
3,TiCl3Me, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,,"InChI=1S/CH3.3ClH.Ti/h1H3;3*1H;/q;;;;+3/p-3
","[Ti](Cl)(Cl)(Cl)C	molecule ""TiCl3Me"" dataset ""Bühl 2006"" charge 0 multiplicity 1
",inorganic,Unknown
3,CrO2Cl2, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,,"InChI=1S/2ClH.Cr.2O/h2*1H;;;/q;;+2;;/p-2
","[Cr]([O])([O])(Cl)Cl	molecule ""CrO2Cl2"" dataset ""Bühl 2006"" charge 0 multiplicity 1
",inorganic,Unknown
3,formic, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.9107251926233156,0.6856204970425888,0.910536064386158,0.9635273116003024,0.9107251926233156,28.895512104034424,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)
","C(=O)O	molecule ""formic"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,"Alcohol, Carboxylic Acid"
3,nccn, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.8828714722859896,0.6732090938527164,0.8872350734100546,0.9345243215438456,0.8828714722859896,21.159181356430054,"InChI=1S/C2N2/c3-1-2-4
","N#CC#N	molecule ""nccn"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,Nitrile
3,c2cl4, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,,"InChI=1S/C2Cl4/c3-1(4)2(5)6
","C(=C(Cl)Cl)(Cl)Cl	molecule ""c2cl4"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,Alkene
3,t-hcoh, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.8888897671756429,0.6399795185195509,0.8887127578802112,0.9699196632139422,0.8888897671756429,7.351667165756226,"InChI=1S/CH2O/c1-2/h1-2H
","[CH]O	molecule ""t-hcoh"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,Alcohol
3,sio, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.9240137890815554,0.701984999756434,0.9225732675012442,0.9825361553115578,0.9240137890815554,2.001333236694336,"InChI=1S/OSi/c1-2
","[Si]=O	molecule ""sio"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",inorganic,Unknown
3,s2o, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.9427030521462524,0.6109703276301082,0.943503127419943,0.9394414947969044,0.9427030521462524,10.544910430908203,"InChI=1S/OS2/c1-3-2
","S=S=O	molecule ""s2o"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,Unknown
3,t-n2h2, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.8778268923438549,0.5575533506052904,0.882904017191304,0.8535422602804705,0.8778268923438549,7.223989725112915,"InChI=1S/H2N2/c1-2/h1-2H
","[NH][NH]	molecule ""t-n2h2"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,Unknown
3,honc, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.8931264140322296,0.6721362665352922,0.8954939687576903,0.9684503425744244,0.8931264140322296,14.551013946533203,"InChI=1S/CHNO/c1-2-3/h3H
","O[N]#[C]	molecule ""honc"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,Unknown
3,c-hcoh, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.8890537474465754,0.6380584051131096,0.8889657071006477,0.9758057660590036,0.8890537474465754,7.46160101890564,"InChI=1S/CH2O/c1-2/h1-2H
","[CH]O	molecule ""c-hcoh"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,Alcohol
3,hcno, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.8996886563439971,0.6615951427689607,0.9009689540541258,0.9565234272995842,0.8996886563439971,15.35537314414978,"InChI=1S/CHNO/c1-2-3/h1H
","[CH][N][O]	molecule ""hcno"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,Unknown
3,hnco, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.902796340067461,0.6552668813077561,0.9052911864227284,0.9602267804811654,0.902796340067461,13.433315992355348,"InChI=1S/CHNO/c2-1-3/h2H
","C(=O)=N	molecule ""hnco"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,Unknown
3,Ni(CO)4, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,,"InChI=1S/4CO.Ni/c4*1-2;
","[Ni]([C][O])([C][O])([C][O])[C][O]	molecule ""Ni(CO)4"" dataset ""Bühl 2006"" charge 0 multiplicity 1
",inorganic,Unknown
3,PR03, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,,"InChI=1S/4CO.Ni/c4*1-2;
","[Ni]([C][O])([C][O])([C][O])[C][O]	molecule ""PR03"" dataset ""MOR41"" charge 0 multiplicity 1
",inorganic,Unknown
3,c-n2h2, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.8779761909322025,0.5554404400980946,0.8832277493475923,0.9752433998334872,0.8779761909322025,8.748143434524536,"InChI=1S/H2N2/c1-2/h1-2H/b2-1-
","N=N	molecule ""c-n2h2"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,Unknown
3,c2cl6, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,,"InChI=1S/C2Cl6/c3-1(4,5)2(6,7)8
","C(C(Cl)(Cl)Cl)(Cl)(Cl)Cl	molecule ""c2cl6"" dataset ""non-multireference W4-17"" charge 0 multiplicity 1
",organic,Unknown
