table_id,molecule,type_name,method,base,benchmark_metric,minao,1e,atom,huckel,vsap,time
6,sif, Non-neutral and/or non-singlet molecules,revTPSSh,aug-pcseg-2,f-score,0.9345906544254025,0.7529783278213337,0.9328309579422054,0.9917277104766613,0.9345906544254025,3.8231797218322754
6,cn, Non-neutral and/or non-singlet molecules,revTPSSh,aug-pcseg-2,f-score,0.845205503351077,0.6615216918781824,0.8487243404019102,0.8484004865994205,0.845205503351077,3.6044921875
6,clo, Non-neutral and/or non-singlet molecules,revTPSSh,aug-pcseg-2,f-score,0.9389835318659635,0.5660502559376023,0.9396685933729899,0.9717580236792186,0.9389835318659635,4.052200078964233
6,h2no, Non-neutral and/or non-singlet molecules,revTPSSh,aug-pcseg-2,f-score,0.8926733598849196,0.6362179551984068,0.8945031593702305,0.9532930309876091,0.8926733598849196,12.377578496932983
6,ch, Non-neutral and/or non-singlet molecules,revTPSSh,aug-pcseg-2,f-score,0.8052111220204466,0.5390149421266258,0.8040970664556929,0.8735469620698699,0.8052111220204466,1.5300638675689697
6,ch2-trip, Non-neutral and/or non-singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
6,no, Non-neutral and/or non-singlet molecules,revTPSSh,aug-pcseg-2,f-score,0.8860630389808853,0.6516560961960775,0.8872642367458613,0.9564825584047124,0.8860630389808853,3.3862998485565186
6,so, Non-neutral and/or non-singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
6,nh2, Non-neutral and/or non-singlet molecules,revTPSSh,aug-pcseg-2,f-score,0.855269157100236,0.5930922473476082,0.8591612989349052,0.979544100364663,0.855269157100236,2.8014144897460938
6,hco, Non-neutral and/or non-singlet molecules,revTPSSh,aug-pcseg-2,f-score,0.8904794338774172,0.6468145154629035,0.8898361301833654,0.9480812669028016,0.8904794338774172,7.033725023269653
6,n2h, Non-neutral and/or non-singlet molecules,revTPSSh,aug-pcseg-2,f-score,0.8719909115355412,0.5803040774097554,0.8760141468765466,0.8788775040696771,0.8719909115355412,8.878132820129395
6,hs, Non-neutral and/or non-singlet molecules,revTPSSh,aug-pcseg-2,f-score,0.9332276812540501,0.599581474817479,0.9337341301176378,0.9691050816163731,0.9332276812540501,1.5897274017333984
6,t-hooo, Non-neutral and/or non-singlet molecules,revTPSSh,aug-pcseg-2,f-score,0.8936461261968038,0.6427257538240286,0.8948419511094757,0.9660038769247932,0.8936461261968038,56.82890605926514
6,c-hooo, Non-neutral and/or non-singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
6,hoo, Non-neutral and/or non-singlet molecules,revTPSSh,aug-pcseg-2,f-score,0.8925224304685385,0.6385417924590518,0.8932879925725501,0.9789092718231188,0.8925224304685385,7.886415719985962
6,cf, Non-neutral and/or non-singlet molecules,revTPSSh,aug-pcseg-2,f-score,0.9055839765383149,0.6770508798818369,0.9037487502447061,0.9681423508585857,0.9055839765383149,2.7647347450256348
6,ssh, Non-neutral and/or non-singlet molecules,revTPSSh,aug-pcseg-2,f-score,0.9472698747665405,0.6555053879176495,0.947811495444499,0.9879995930940382,0.9472698747665405,10.099814891815186
6,no2, Non-neutral and/or non-singlet molecules,revTPSSh,aug-pcseg-2,f-score,0.9039322905890391,0.632031515862722,0.9062115635721975,0.9268490889991093,0.9039322905890391,17.555279970169067
6,oh, Non-neutral and/or non-singlet molecules,revTPSSh,aug-pcseg-2,f-score,0.8722133061434415,0.6412766137954128,0.8718295326088393,0.950221340182524,0.8722133061434415,0.9453861713409424
6,s2, Non-neutral and/or non-singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
6,nh, Non-neutral and/or non-singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
6,sih, Non-neutral and/or non-singlet molecules,revTPSSh,aug-pcseg-2,f-score,0.9117019025363032,0.6435794843326424,0.9111805494845372,0.9618693328875508,0.9117019025363032,1.3381202220916748
6,o2, Non-neutral and/or non-singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,ED14, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,c2h6, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,b2h6, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,ch4, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,Mn(CO)5CN, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,tetrahedrane, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,Cr(C6H6)(CO)3, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,cyclopropane, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,propene, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,Ni(C5H5)NO, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,propane, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,ED04, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,PR04, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,cyclobutene, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,Fe(CO)4(C2H4), Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,Co(C3H5)(CO)3, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,Fe(CO)3(tmm), Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,n-butane, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,Fe(C4H4)(CO)3, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,Fe(C4H6)(CO)3, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,Mn(C5H5)(CO)3, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,MnCp(CO)3, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,cyclopropene, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,cyclobutane, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,oxetane, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,Fe(C2H4)(CO)4, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,ch3nh2, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,PR05, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,n-pentane, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,ethanol, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,c2h4, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,FeCp2, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,t-butadiene, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,cyclopentadiene, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,cyclobutadiene, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,borole, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,PR14, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,VCp(CO)4, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,ED15, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,propyne, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,Mn(NO)3CO, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,Ni(C3H5)2, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,PMe3, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,allene, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,Fe(C5Me5)(P5), Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,Fe(CO)2(NO)2, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,beta-lactim, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,silole, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,ED28, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,ED27, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,pyrrole, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,PR40, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,ED05, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,Cr(C6H6)2, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,c2h5f, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,Sc(acac)3, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,benzene, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,Mn(CO)4NO, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,furan, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,oxirane, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,ED40a, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,ch2c, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,Ni(acac)2, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,PCy3, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,PR15, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,acetaldehyde, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,0.8993655791324778,0.5991789724015414,0.9001575326466141,0.9487296477116672,0.8993655791324778,58.178290367126465
5,dithiotane, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,ch3ph2, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,nh3, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,methanol, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,ED30, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,ED31, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,CuCN, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,PR12, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,thiophene, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,c2clh5, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,AcCl, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,PhSH, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,PR02, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,Fe(CO)5, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,n2h4, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,ED40b, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,c2clh3, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,Co(CO)3(NO), Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,c2h2, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,dioxetane, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,ch2nh, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,acetic, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,CoH(CO)4, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,c2clh, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,CuMe, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,cclh3, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,c2h3f, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,PhSeH, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,bh3, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,TiCl2Me2, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,Zn(CH3)2, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,clcn, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,ocs, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,formamide, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,ketene, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,oxirene, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,ED02, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,clcof, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,ch3f, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,oxadiazole, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,cs2, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,ch2clf, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,ccl2h2, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,cis-c2f2cl2, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,trans-c2f2cl2, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,PR01, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,PR06, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,clno, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,c2cl2, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,ccl2o, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,cs, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,nh2oh, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,Cr(CO)6, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,dioxetan2one, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,p4, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,h2co, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,ccl3h, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,0.9645969113806012,0.6495049188186373,0.9652827377242683,0.9823217476933486,0.9645969113806012,59.77951097488403
5,h2o, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,glyoxal, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,cf2cl2, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,nh2cl, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,dioxirane, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,c2cl4, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,t-hcoh, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,hnc, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,c-hcoh, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,hccf, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,c2cl6, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,TiCl3Me, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,formic-anhydride, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,Ni(PH3)2, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,ccl4, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,Ni(CO)4, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,PR03, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,t-n2h2, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,c-n2h2, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,sio, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,formic, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,honc, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,s2o, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,hnnn, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,hcn, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,nccn, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,ch2-sing, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,ED01, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,hnco, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,hcno, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,CrO2Cl2, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,ccl2, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,hocn, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,CrO2(NO3)2, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,ED03, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,ch2f2, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,si2h6, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,nh2f, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,Cr(NO)4, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,fccf, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,hocl, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,hooh, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,VOCl3, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,TiCl4, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,sih4, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,hcof, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,hoclo, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,c2f4, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,c2f6, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,t-hono, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,hno, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,ph3, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,so2, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,alf, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,c-hono, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,chf3, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,n2o4, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,hoclo2, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,sih3f, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,p2, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,bhf2, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,n2o, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,co2, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,co, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,hclo4, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,f2co, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,cf4, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,Ni(PF3)4, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,hof, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,h2s, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,alcl3, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,n2, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,bf3, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,so3, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,hf, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,alcl, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,pf3, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,sf6, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,bf, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,alh3, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,pf5, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,cf2, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,clf, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,CrF6, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,alf3, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,fno, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,sif4, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,ScF3, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,MnO3F, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,VOF3, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,bh, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,CrO2F2, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,alh, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,VF5, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,TiF4, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,cl2, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,hcl, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,f2, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
5,h2, Neutral singlet molecules,revTPSSh,aug-pcseg-2,f-score,,,,,,
3,CuCN, Neutral singlet molecules,revTPSSh,STO-3G,f-score,0.8964093781213723,0.8525776642330433,0.9127662549682073,0.8833005167765787,0.8964093781213723,0.8580176830291748
3,CuMe, Neutral singlet molecules,revTPSSh,STO-3G,f-score,0.8987769203043852,0.8520694290690494,0.9161751894180417,0.8297179926847592,0.8987769203043852,0.43290233612060547
3,Ni(C3H5)2, Neutral singlet molecules,revTPSSh,STO-3G,f-score,0.8953459556197971,0.7356280290777637,0.8890271980914348,0.8326100282230029,0.8953459556197971,1.5131378173828125
3,ED15, Neutral singlet molecules,revTPSSh,STO-3G,f-score,0.8948601791126929,0.7363220671659236,0.8878744082598605,0.8309918605422095,0.8948601791126929,1.1967167854309082
3,ED03, Neutral singlet molecules,revTPSSh,STO-3G,f-score,0.8954080245602584,0.7619743813832257,0.8918405113714007,0.853474371113219,0.8954080245602584,0.905170202255249
3,Ni(PH3)2, Neutral singlet molecules,revTPSSh,STO-3G,f-score,0.9055633756906969,0.8372285590328972,0.9033798126240933,0.8422931285441484,0.9055633756906969,1.0893361568450928
3,Cr(C6H6)(CO)3, Neutral singlet molecules,revTPSSh,STO-3G,f-score,0.9008439173432874,0.723162389564177,0.8903441323699276,0.8266763512374729,0.9008439173432874,3.252033233642578
3,MnCp(CO)3, Neutral singlet molecules,revTPSSh,STO-3G,f-score,0.8941462481280762,0.727158928775257,0.8819851155760801,0.8404662706234255,0.8941462481280762,4.199850082397461
3,Mn(C5H5)(CO)3, Neutral singlet molecules,revTPSSh,STO-3G,f-score,0.8943017080255886,0.7282118431194623,0.8826632226853132,0.8413196881605363,0.8943017080255886,3.6955480575561523
3,PR15, Neutral singlet molecules,revTPSSh,STO-3G,f-score,0.8956484469815388,0.7461711040698059,0.8906660671205903,0.8387287885831246,0.8956484469815388,3.336211919784546
3,Zn(CH3)2, Neutral singlet molecules,revTPSSh,STO-3G,f-score,0.920276391846364,0.79795713955852,0.927548179882016,0.8102970400459959,0.920276391846364,0.3391258716583252
3,VCp(CO)4, Neutral singlet molecules,revTPSSh,STO-3G,f-score,0.90151939485804,0.7091659270980043,0.8931559751863077,0.8547609148404769,0.90151939485804,3.760491132736206
3,Fe(C5Me5)(P5), Neutral singlet molecules,revTPSSh,STO-3G,f-score,0.9137043125418294,0.7548650654711491,0.9047478260799431,0.845734927758429,0.9137043125418294,13.553502559661865
3,Ni(C5H5)NO, Neutral singlet molecules,revTPSSh,STO-3G,f-score,0.8947406463483171,0.7782402757380776,0.8909871892364075,0.849621363077245,0.8947406463483171,1.8146636486053467
3,Co(C3H5)(CO)3, Neutral singlet molecules,revTPSSh,STO-3G,f-score,0.894177908746018,0.7153005533259043,0.8850372152999613,0.84440264211492,0.894177908746018,1.8797671794891357
3,ED14, Neutral singlet molecules,revTPSSh,STO-3G,f-score,0.8986692982053737,0.7364511446920642,0.8913912826225615,0.7979024582119936,0.8986692982053737,10.627098321914673
3,Fe(CO)4(C2H4), Neutral singlet molecules,revTPSSh,STO-3G,f-score,0.8946107554495452,0.6996452716907552,0.8827390035572387,0.8602229610307783,0.8946107554495452,2.1509482860565186
3,Fe(C2H4)(CO)4, Neutral singlet molecules,revTPSSh,STO-3G,f-score,0.8949137657490186,0.6999866715483261,0.8835330502800268,0.861112635602607,0.8949137657490186,2.039641857147217
